# area_cvx	area_msd	area_ratio	area_um	aspect	bright_avg	bright_sd	circ	deform	emodulus	frame	index	inert_ratio_cvx	inert_ratio_raw	pos_x	pos_y	size_x	size_y	time	volume
# Convex area [px]	Measured area [px]	Porosity (convex to measured area ratio)	Area [µm≤]	Aspect ratio of bounding box	Brightness average within contour [a.u.]	Brightness SD  within contour [a.u.]	Circularity	Deformation	Young's Modulus [kPa]	Video frame number	Event index	Inertia ratio of convex contour sqrt(m20/m02)	Inertia ratio of raw contour sqrt(m20/m02)	Position along channel axis [µm]	Position lateral in channel [µm]	Bounding box size x [µm]	Bounding box size y [µm]	Event time [s]	Volume [µm≥]
1.5320000000e+03	1.4420000000e+03	1.0624133348e+00	1.7709919739e+02	1.5000001192e+00	5.9330039526e+01	6.7631514490e+00	9.2438167334e-01	7.5618326664e-02	9.3769675094e-01	3.0470600000e+05	1.5150000000e+03	1.4903675144e+00	1.4247710943e+00	6.8355201721e+01	1.3948729515e+01	1.8360000610e+01	1.2239999771e+01	2.1429500580e+01	1.3952271092e+03
1.1725000000e+03	1.1190000000e+03	1.0478105545e+00	1.3554100037e+02	1.6666667461e+00	5.6675126904e+01	8.1105542534e+00	9.2423695326e-01	7.5763046741e-02	7.5766562909e-01	3.0472000000e+05	1.5160000000e+03	1.6477249917e+00	1.6743639198e+00	7.0000663757e+01	1.3309151649e+01	1.7000000000e+01	1.0199999809e+01	2.1436500549e+01	8.7282017099e+02
1.6480000000e+03	1.6045000000e+03	1.0271112919e+00	1.9050878906e+02	1.3846154213e+00	5.9268932618e+01	8.9253082771e+00	9.5028072596e-01	4.9719274044e-02	1.2522982919e+00	3.0472100000e+05	1.5170000000e+03	1.4103969448e+00	1.4266765662e+00	6.8302764893e+01	1.3868375778e+01	1.8360000610e+01	1.3260000229e+01	2.1437000275e+01	1.6163678868e+03
1.0375000000e+03	9.9550000000e+02	1.0421898365e+00	1.1993499756e+02	1.7499998808e+00	5.6355787476e+01	7.5343350500e+00	9.2022949457e-01	7.9770505428e-02	6.7793826045e-01	3.0474700000e+05	1.5180000000e+03	1.7316133423e+00	1.7716000954e+00	6.9281517029e+01	1.4193375587e+01	1.6659999847e+01	9.5200004578e+00	2.1450000763e+01	7.1099045869e+02
7.8700000000e+02	6.2550000000e+02	1.2581934929e+00	9.0977195740e+01	1.4285713434e+00	4.7329896907e+01	1.1280471943e+01	9.3108522892e-01	6.8914771080e-02	6.0164885455e-01	3.0479000000e+05	1.5190000000e+03	1.4951023253e+00	1.5777589792e+00	4.6250442505e+01	1.3998106956e+01	1.3600000381e+01	9.5200004578e+00	2.1471500397e+01	4.1607227250e+02
1.4930000000e+03	1.4445000000e+03	1.0335756540e+00	1.7259078979e+02	1.7878787518e+00	5.7097496706e+01	8.8233121303e+00	8.9421963692e-01	1.0578036308e-01	7.8083367054e-01	3.0479800000e+05	1.5200000000e+03	1.7319834380e+00	1.7369620407e+00	3.2935253143e+01	1.4112771034e+01	2.0059999466e+01	1.1220000267e+01	2.1475500107e+01	1.2666838935e+03
9.2000000000e+02	8.9550000000e+02	1.0273590088e+00	1.0635199738e+02	1.4999998808e+00	5.5365263158e+01	7.6462755766e+00	9.3922257423e-01	6.0777425766e-02	7.0614093250e-01	3.0481700000e+05	1.5210000000e+03	1.5079080566e+00	1.5085551320e+00	4.5879673004e+01	1.3918688774e+01	1.4279999733e+01	9.5200004578e+00	2.1485000610e+01	6.5868223211e+02
1.5240000000e+03	1.4950000000e+03	1.0193979740e+00	1.7617439270e+02	1.6176470518e+00	5.8672193878e+01	7.4152313107e+00	9.0867495537e-01	9.1325044632e-02	8.5028451078e-01	3.0486100000e+05	1.5220000000e+03	1.6431367489e+00	1.6720480717e+00	4.3881008148e+01	1.3419477463e+01	1.8700000763e+01	1.1560000420e+01	2.1506999969e+01	1.3551123882e+03
1.2675000000e+03	1.2100000000e+03	1.0475206375e+00	1.4652299500e+02	1.6562500000e+00	5.6576802508e+01	7.2298511148e+00	9.1840374470e-01	8.1596255302e-02	7.7657468847e-01	3.0492100000e+05	1.5230000000e+03	1.6704905283e+00	1.7037931222e+00	2.3265298843e+01	1.3857559204e+01	1.8020000458e+01	1.0880000114e+01	2.1537000656e+01	9.7352462142e+02
1.1520000000e+03	1.1160000000e+03	1.0322580338e+00	1.3317120361e+02	1.5483870506e+00	5.6902293968e+01	7.1453987789e+00	9.3511396646e-01	6.4886033535e-02	8.0385698517e-01	3.0501600000e+05	1.5240000000e+03	1.5752406401e+00	1.6019199172e+00	6.1280868530e+01	1.4022589684e+01	1.6319999695e+01	1.0539999962e+01	2.1584499359e+01	8.8920932268e+02
1.7140000000e+03	1.5655000000e+03	1.0948579311e+00	1.9813839722e+02	1.9166667461e+00	5.8580351728e+01	8.3556339191e+00	8.5573279858e-01	1.4426720142e-01	7.4258792521e-01	3.0505300000e+05	1.5250000000e+03	1.8252498930e+00	1.6460399690e+00	5.3178394318e+01	1.3332139015e+01	2.3460000992e+01	1.2239999771e+01	2.1603000641e+01	1.4570885308e+03
1.2735000000e+03	1.2350000000e+03	1.0311740637e+00	1.4721659851e+02	1.5625000000e+00	5.7803996925e+01	7.9474165027e+00	9.2990303040e-01	7.0096969604e-02	8.3631254439e-01	3.0508000000e+05	1.5260000000e+03	1.5865173123e+00	1.6010343248e+00	5.9049961090e+01	1.3423303604e+01	1.7000000000e+01	1.0880000114e+01	2.1616500854e+01	1.0334815211e+03
1.1775000000e+03	1.1390000000e+03	1.0338015556e+00	1.3611900330e+02	1.5806452036e+00	5.6602329451e+01	7.6335537373e+00	9.2095518112e-01	7.9044818878e-02	7.4559834974e-01	3.0513600000e+05	1.5270000000e+03	1.6009380983e+00	1.6344470447e+00	1.7230035782e+01	1.3600096703e+01	1.6659999847e+01	1.0539999962e+01	2.1644500732e+01	9.0572779556e+02
1.1715000000e+03	1.1435000000e+03	1.0244861841e+00	1.3542539978e+02	1.4375000000e+00	5.7069767442e+01	6.9773089472e+00	9.4436717033e-01	5.5632829666e-02	8.7692523194e-01	3.0514200000e+05	1.5280000000e+03	1.4412011914e+00	1.4356304113e+00	5.4253967285e+01	1.3926311493e+01	1.5640000343e+01	1.0880000114e+01	2.1647499084e+01	9.7504453785e+02
1.4685000000e+03	1.3925000000e+03	1.0545780659e+00	1.6975859070e+02	1.4054054022e+00	5.8410116200e+01	8.4919619539e+00	9.3538272381e-01	6.4617276192e-02	9.7872980102e-01	3.0515200000e+05	1.5290000000e+03	1.4345753308e+00	1.4344291710e+00	4.9062412262e+01	1.4097632408e+01	1.7680000305e+01	1.2579999924e+01	2.1652500153e+01	1.3153411966e+03
1.0195000000e+03	9.9350000000e+02	1.0261701345e+00	1.1785419464e+02	1.5172414780e+00	5.6639391056e+01	7.1090680095e+00	9.4172030687e-01	5.8279693127e-02	7.7356128790e-01	3.0515300000e+05	1.5300000000e+03	1.5143459689e+00	1.5172527419e+00	4.0410530090e+01	1.3974184036e+01	1.4960000038e+01	9.8599996567e+00	2.1652999878e+01	7.6660854686e+02
2.3600000000e+02	2.2350000000e+02	1.0559284687e+00	2.7281599045e+01	1.1875000000e+00	5.4179282869e+01	9.1974646322e+00	9.7118926048e-01	2.8810739517e-02	nan	3.0516900000e+05	1.5310000000e+03	1.1950776059e+00	1.2217453032e+00	7.8590904236e+01	1.4085028648e+01	6.4600000381e+00	5.4400000572e+00	2.1660999298e+01	9.1970889110e+01
1.8080000000e+03	1.7480000000e+03	1.0343248844e+00	2.0900479126e+02	1.7777777910e+00	5.8658096280e+01	8.3631116077e+00	9.0229254961e-01	9.7707450390e-02	9.4528788682e-01	3.0519200000e+05	1.5320000000e+03	1.7340042180e+00	1.7663452383e+00	5.9969413757e+01	1.3861864090e+01	2.1760000229e+01	1.2239999771e+01	2.1672500610e+01	1.6585974956e+03
1.1020000000e+03	1.0690000000e+03	1.0308699608e+00	1.2739119720e+02	1.4838709831e+00	5.6342781222e+01	8.7543153305e+00	9.2998164892e-01	7.0018351078e-02	7.5047702288e-01	3.0519300000e+05	1.5330000000e+03	1.4640623301e+00	1.4807004910e+00	1.8650943756e+01	1.3760230064e+01	1.5640000343e+01	1.0539999962e+01	2.1673000336e+01	8.7020755366e+02
1.1950000000e+03	1.1620000000e+03	1.0283993483e+00	1.3814199829e+02	1.6129032373e+00	5.7263888889e+01	8.4398953336e+00	9.3127012253e-01	6.8729877472e-02	8.0394975963e-01	3.0521000000e+05	1.5340000000e+03	1.6154705574e+00	1.6241394419e+00	4.2070995331e+01	1.3278731346e+01	1.7000000000e+01	1.0539999962e+01	2.1681499481e+01	9.3368278213e+02
1.2585000000e+03	1.2110000000e+03	1.0392237902e+00	1.4548258972e+02	1.6562500000e+00	5.6900548160e+01	7.2450328415e+00	9.1080504656e-01	8.9194953442e-02	7.4221477716e-01	3.0524500000e+05	1.5350000000e+03	1.6035338241e+00	1.5940417030e+00	3.2259654999e+01	1.3679697990e+01	1.8020000458e+01	1.0880000114e+01	2.1698999405e+01	1.0042292076e+03
1.5065000000e+03	1.4370000000e+03	1.0483646393e+00	1.7415139771e+02	1.6571427584e+00	5.7479152879e+01	8.6941978155e+00	8.9413118362e-01	1.0586881638e-01	7.8576406438e-01	3.0529700000e+05	1.5360000000e+03	1.5975181278e+00	1.6149937527e+00	3.1577043533e+01	1.3661499977e+01	1.9719999313e+01	1.1900000572e+01	2.1725000381e+01	1.3009673773e+03
1.3500000000e+03	1.2960000000e+03	1.0416666269e+00	1.5605999756e+02	1.5294117928e+00	5.6528592375e+01	1.0127120353e+01	9.3087589741e-01	6.9124102592e-02	8.8238818922e-01	3.0532300000e+05	1.5370000000e+03	1.4792102724e+00	1.4603612754e+00	2.2732358932e+01	1.3336605072e+01	1.7680000305e+01	1.1560000420e+01	2.1738000870e+01	1.1619758807e+03
1.7310000000e+03	1.6270000000e+03	1.0639213324e+00	2.0010359192e+02	1.7297297716e+00	5.8509080258e+01	8.6377534444e+00	8.9910185337e-01	1.0089814663e-01	8.9655124777e-01	3.0543300000e+05	1.5380000000e+03	1.6215121168e+00	1.6271635732e+00	2.8931427002e+01	1.3123653412e+01	2.1760000229e+01	1.2579999924e+01	2.1792999268e+01	1.5657274626e+03
1.8845000000e+03	1.8135000000e+03	1.0391508341e+00	2.1784819031e+02	1.4146339893e+00	5.8891178024e+01	8.5102586450e+00	9.3058991432e-01	6.9410085678e-02	1.1878025172e+00	3.0546500000e+05	1.5390000000e+03	1.4179496766e+00	1.4063778548e+00	6.0094421387e+01	1.3420482635e+01	1.9719999313e+01	1.3940000534e+01	2.1809000015e+01	1.9787636162e+03
1.2495000000e+03	1.2030000000e+03	1.0386533737e+00	1.4444219971e+02	1.5625000000e+00	5.7258879242e+01	7.9468979323e+00	9.3768352270e-01	6.2316477299e-02	8.7214449694e-01	3.0547200000e+05	1.5400000000e+03	1.5543036728e+00	1.5798683351e+00	6.4915191650e+01	1.3449705124e+01	1.7000000000e+01	1.0880000114e+01	2.1812500000e+01	9.9816691079e+02
1.3140000000e+03	1.2785000000e+03	1.0277669430e+00	1.5189839172e+02	1.5937500000e+00	5.7315750371e+01	8.2963680131e+00	9.2507123947e-01	7.4928760529e-02	8.3039604344e-01	3.0548300000e+05	1.5410000000e+03	1.6205008472e+00	1.6318400682e+00	5.9598411560e+01	1.3424653053e+01	1.7340000153e+01	1.0880000114e+01	2.1818000793e+01	1.0776281437e+03
1.4490000000e+03	1.4045000000e+03	1.0316839218e+00	1.6750439453e+02	1.7812501192e+00	5.7218009479e+01	9.2134031826e+00	8.9624142647e-01	1.0375857353e-01	7.7050135201e-01	3.0551000000e+05	1.5420000000e+03	1.7959358491e+00	1.7792661875e+00	2.2286542892e+01	1.3872500420e+01	1.9380001068e+01	1.0880000114e+01	2.1831499100e+01	1.1924328327e+03
1.3365000000e+03	1.2880000000e+03	1.0376552343e+00	1.5449938965e+02	1.5000000000e+00	5.6929837518e+01	8.1859994397e+00	9.3716973066e-01	6.2830269337e-02	9.1706624726e-01	3.0555400000e+05	1.5430000000e+03	1.4981056419e+00	1.5203173550e+00	2.1839456558e+01	1.3445497513e+01	1.7340000153e+01	1.1560000420e+01	2.1853500366e+01	1.1297608341e+03
1.2205000000e+03	1.1700000000e+03	1.0431623459e+00	1.4108979797e+02	1.6774194241e+00	5.7432739060e+01	7.0475875697e+00	9.2709732056e-01	7.2902679443e-02	7.9482998247e-01	3.0557200000e+05	1.5440000000e+03	1.6619301693e+00	1.6767939688e+00	6.9620330811e+01	1.3703490257e+01	1.7680000305e+01	1.0539999962e+01	2.1862499237e+01	9.2584627016e+02
1.3660000000e+03	1.2550000000e+03	1.0884462595e+00	1.5790959167e+02	2.0967743397e+00	5.6954100828e+01	7.8199355584e+00	8.5172337294e-01	1.4827662706e-01	6.3682885568e-01	3.0558200000e+05	1.5450000000e+03	2.0033486961e+00	1.9068333890e+00	3.4928569794e+01	1.3032835960e+01	2.2100000381e+01	1.0539999962e+01	2.1867500305e+01	9.7103830222e+02
1.1015000000e+03	1.0740000000e+03	1.0256052017e+00	1.2733339691e+02	1.6896551847e+00	5.6841269841e+01	8.2021112142e+00	9.1963821650e-01	8.0361783504e-02	7.0499244594e-01	3.0562700000e+05	1.5460000000e+03	1.6430470282e+00	1.6463611394e+00	6.9058479309e+01	1.4021489143e+01	1.6659999847e+01	9.8599996567e+00	2.1889999390e+01	8.3084912286e+02
1.5760000000e+03	1.5370000000e+03	1.0253740549e+00	1.8218559265e+02	1.4594595432e+00	5.8983850932e+01	8.4388770604e+00	9.2679941654e-01	7.3200583458e-02	9.7685561239e-01	3.0565900000e+05	1.5470000000e+03	1.4768798558e+00	1.4889831898e+00	1.9210683823e+01	1.3368515015e+01	1.8360000610e+01	1.2579999924e+01	2.1906000137e+01	1.4928377040e+03
1.9145000000e+03	1.8220000000e+03	1.0507683754e+00	2.2131619263e+02	1.6842105389e+00	5.9169811321e+01	7.7645171106e+00	8.8804042339e-01	1.1195957661e-01	9.1977408588e-01	3.0566900000e+05	1.5480000000e+03	1.7263868079e+00	1.7108535800e+00	2.4225126266e+01	1.3472696304e+01	2.1760000229e+01	1.2920000076e+01	2.1910999298e+01	1.8123564185e+03
1.6445000000e+03	1.5830000000e+03	1.0388503075e+00	1.9010420227e+02	1.6216216087e+00	5.9473462002e+01	8.0762101435e+00	9.1185963154e-01	8.8140368462e-02	9.2139791754e-01	3.0569000000e+05	1.5490000000e+03	1.5782386025e+00	1.6047876812e+00	6.0600528717e+01	1.3127369881e+01	2.0399999619e+01	1.2579999924e+01	2.1921499252e+01	1.4986692658e+03
1.3475000000e+03	1.3160000000e+03	1.0239361525e+00	1.5577099609e+02	1.5454545021e+00	5.8014461316e+01	8.3561240385e+00	9.3626064062e-01	6.3739359379e-02	9.1668044159e-01	3.0570400000e+05	1.5500000000e+03	1.5333112610e+00	1.5353890015e+00	5.8650188446e+01	1.3244902611e+01	1.7340000153e+01	1.1220000267e+01	2.1928499222e+01	1.1582437185e+03
1.1210000000e+03	1.0890000000e+03	1.0293847322e+00	1.2958760071e+02	1.5161291361e+00	5.5939947781e+01	8.9159530016e+00	9.3788087368e-01	6.2119126320e-02	8.0395894976e-01	3.0570800000e+05	1.5510000000e+03	1.5280538643e+00	1.5464332158e+00	6.6353378296e+01	1.3977811813e+01	1.5980000496e+01	1.0539999962e+01	2.1930500031e+01	8.7157635704e+02
1.1020000000e+03	1.0655000000e+03	1.0342562199e+00	1.2739119720e+02	1.6333333254e+00	5.6678507993e+01	8.9329264941e+00	9.2259633541e-01	7.7403664589e-02	7.1710687440e-01	3.0571200000e+05	1.5520000000e+03	1.6891317438e+00	1.7315211938e+00	5.7078144073e+01	1.2897992134e+01	1.6659999847e+01	1.0199999809e+01	2.1932500839e+01	7.9623052649e+02
2.0305000000e+03	1.9595000000e+03	1.0362337828e+00	2.3472579956e+02	1.4761904478e+00	5.9725893294e+01	1.0320381733e+01	9.1003710032e-01	8.9962899685e-02	1.0975260015e+00	3.0575800000e+05	1.5530000000e+03	1.4770594128e+00	1.5046262681e+00	2.9582931519e+01	1.3452647209e+01	2.1079999924e+01	1.4279999733e+01	2.1955499649e+01	2.1413106297e+03
7.7950000000e+02	7.1250000000e+02	1.0940350294e+00	9.0110198975e+01	1.8695651293e+00	5.7000000000e+01	9.4281824866e+00	9.0399914980e-01	9.6000850201e-02	5.2149918592e-01	3.0582100000e+05	1.5540000000e+03	1.9527524934e+00	2.0467929755e+00	5.3761947632e+01	1.4132499695e+01	1.4619999886e+01	7.8200001717e+00	2.1986999512e+01	4.0507198505e+02
1.6165000000e+03	1.4445000000e+03	1.1190723181e+00	1.8686740112e+02	1.9444445372e+00	5.8624099542e+01	7.6230887493e+00	8.4846627712e-01	1.5153372288e-01	6.9867865690e-01	3.0585200000e+05	1.5550000000e+03	1.7210350414e+00	1.5727010714e+00	2.0358739853e+01	1.4114609718e+01	2.3800001144e+01	1.2239999771e+01	2.2002500534e+01	1.3549629193e+03
1.2180000000e+03	1.1730000000e+03	1.0383632183e+00	1.4080079651e+02	1.5625000000e+00	5.7172330097e+01	8.0455968827e+00	9.3283283710e-01	6.7167162895e-02	8.2496755108e-01	3.0585600000e+05	1.5560000000e+03	1.5832203491e+00	1.6302528779e+00	2.0903486252e+01	1.3871144295e+01	1.7000000000e+01	1.0880000114e+01	2.2004499435e+01	9.4579920624e+02
1.3515000000e+03	1.3025000000e+03	1.0376199484e+00	1.5623339844e+02	1.5588234663e+00	5.7173722628e+01	7.2758301011e+00	9.2205238342e-01	7.7947616577e-02	8.3367727581e-01	3.0586700000e+05	1.5570000000e+03	1.5441633773e+00	1.5559043354e+00	4.0070941925e+01	1.3883605957e+01	1.8020000458e+01	1.1560000420e+01	2.2010000229e+01	1.1444946858e+03
8.0250000000e+02	7.7950000000e+02	1.0295060873e+00	9.2768997192e+01	1.5384615660e+00	5.4942168675e+01	8.0790689026e+00	9.3777477741e-01	6.2225222588e-02	6.3836824015e-01	3.0591800000e+05	1.5580000000e+03	1.5670994114e+00	1.6060211780e+00	6.2525329590e+01	1.2942596436e+01	1.3600000381e+01	8.8400001526e+00	2.2035499573e+01	5.1730863144e+02
1.0665000000e+03	9.5200000000e+02	1.1202731133e+00	1.2328739929e+02	1.8965518475e+00	5.6187992126e+01	7.3935419191e+00	8.9693766832e-01	1.0306233168e-01	6.2164441468e-01	3.0592000000e+05	1.5590000000e+03	1.8508653510e+00	1.7169089018e+00	5.8825153351e+01	1.4186007500e+01	1.8700000763e+01	9.8599996567e+00	2.2036500931e+01	6.8285669801e+02
1.2155000000e+03	1.1515000000e+03	1.0555796623e+00	1.4051179504e+02	1.7000000477e+00	5.7187704918e+01	8.6069937048e+00	9.2317682505e-01	7.6823174953e-02	7.7343128315e-01	3.0595300000e+05	1.5600000000e+03	1.7052757558e+00	1.6341617484e+00	6.3947364807e+01	1.3324429512e+01	1.7340000153e+01	1.0199999809e+01	2.2052999496e+01	9.2216335424e+02
1.1740000000e+03	1.1330000000e+03	1.0361871719e+00	1.3571440125e+02	1.6666667461e+00	5.7603505843e+01	8.0929834857e+00	9.1518759727e-01	8.4812402725e-02	7.2117399780e-01	3.0599400000e+05	1.5610000000e+03	1.7127676147e+00	1.7281924681e+00	2.4821834564e+01	1.3215689659e+01	1.7000000000e+01	1.0199999809e+01	2.2073499680e+01	8.7535568395e+02
1.6685000000e+03	1.5670000000e+03	1.0647734404e+00	1.9287860107e+02	1.6944444180e+00	5.8584447145e+01	7.8019127888e+00	8.9263296127e-01	1.0736703873e-01	8.4361018052e-01	3.0599500000e+05	1.5620000000e+03	1.6271658260e+00	1.6210548125e+00	1.6477960587e+01	1.3930286407e+01	2.0739999771e+01	1.2239999771e+01	2.2073999405e+01	1.4816139389e+03
1.9410000000e+03	1.8305000000e+03	1.0603660345e+00	2.2437959290e+02	1.8611111641e+00	5.9515388628e+01	8.4891779903e+00	8.8564366102e-01	1.1435633898e-01	9.1887985156e-01	3.0603400000e+05	1.5630000000e+03	1.8434060155e+00	1.7861361318e+00	2.5537193298e+01	1.3283705711e+01	2.2780000687e+01	1.2239999771e+01	2.2093500137e+01	1.7989665645e+03
1.0890000000e+03	1.0290000000e+03	1.0583090782e+00	1.2588839722e+02	1.5161291361e+00	5.6132231405e+01	1.0317323360e+01	9.3752086163e-01	6.2479138374e-02	7.8487757461e-01	3.0604000000e+05	1.5640000000e+03	1.5422312147e+00	1.5178935128e+00	4.8585449219e+01	1.2822537422e+01	1.5980000496e+01	1.0539999962e+01	2.2096500397e+01	8.1134755610e+02
1.2880000000e+03	1.2365000000e+03	1.0416498184e+00	1.4889279175e+02	1.5757576227e+00	5.7071373753e+01	8.1467903855e+00	9.1798967123e-01	8.2010328770e-02	7.8409201829e-01	3.0610500000e+05	1.5650000000e+03	1.5455776623e+00	1.5382090140e+00	2.7102066040e+01	1.3093520164e+01	1.7680000305e+01	1.1220000267e+01	2.2128999710e+01	1.0567070915e+03
1.0910000000e+03	1.0550000000e+03	1.0341231823e+00	1.2611959839e+02	1.6333333254e+00	5.6700716846e+01	8.5843923257e+00	9.1963332891e-01	8.0366671085e-02	7.0013940026e-01	3.0611200000e+05	1.5660000000e+03	1.6239799173e+00	1.6250463236e+00	2.8885509491e+01	1.3385799408e+01	1.6659999847e+01	1.0199999809e+01	2.2132499695e+01	8.0794675233e+02
1.1605000000e+03	1.0955000000e+03	1.0593336821e+00	1.3415379333e+02	1.8620691299e+00	5.7372312984e+01	8.4173074614e+00	8.8356667757e-01	1.1643332243e-01	6.2805719848e-01	3.0614700000e+05	1.5670000000e+03	1.8343399842e+00	1.7604667278e+00	2.3223226547e+01	1.3739067078e+01	1.8360000610e+01	9.8599996567e+00	2.2149999619e+01	8.2779235315e+02
1.0905000000e+03	1.0570000000e+03	1.0316934586e+00	1.2606179810e+02	1.5333334208e+00	5.7273948075e+01	7.8454277003e+00	9.3214339018e-01	6.7856609821e-02	7.5550667689e-01	3.0620000000e+05	1.5680000000e+03	1.5246766110e+00	1.5356254143e+00	7.0528511047e+01	1.2928002357e+01	1.5640000343e+01	1.0199999809e+01	2.2176500320e+01	8.3391811285e+02
1.1230000000e+03	1.0765000000e+03	1.0431954861e+00	1.2981880188e+02	1.6896551847e+00	5.7008787346e+01	7.4610831047e+00	9.2427480221e-01	7.5725197792e-02	7.3421426372e-01	3.0630400000e+05	1.5690000000e+03	1.7138977420e+00	1.7120508153e+00	4.9601852417e+01	1.4018314362e+01	1.6659999847e+01	9.8599996567e+00	2.2228500366e+01	8.1226786886e+02
1.4400000000e+03	1.3775000000e+03	1.0453720093e+00	1.6646398926e+02	1.7058821917e+00	5.8457241379e+01	8.1967970601e+00	8.9776462317e-01	1.0223537683e-01	7.7195155520e-01	3.0632200000e+05	1.5700000000e+03	1.6821588321e+00	1.6518159156e+00	5.5056625366e+01	1.3096335411e+01	1.9719999313e+01	1.1560000420e+01	2.2237499237e+01	1.1972303853e+03
1.2205000000e+03	1.1875000000e+03	1.0277894735e+00	1.4108979797e+02	1.7666667700e+00	5.6987230646e+01	8.5923830711e+00	9.0461820364e-01	9.5381796360e-02	7.0475328543e-01	3.0634300000e+05	1.5710000000e+03	1.7286316201e+00	1.7233629173e+00	5.8817447662e+01	1.3358243942e+01	1.8020000458e+01	1.0199999809e+01	2.2247999191e+01	9.3706277882e+02
1.0115000000e+03	9.3850000000e+02	1.0777837038e+00	1.1692939758e+02	1.7931035757e+00	5.6093186373e+01	7.0773236953e+00	8.9916813374e-01	1.0083186626e-01	6.0521756075e-01	3.0640700000e+05	1.5720000000e+03	1.7148238272e+00	1.5969484327e+00	5.4924484253e+01	1.3823698044e+01	1.7680000305e+01	9.8599996567e+00	2.2280000687e+01	6.7863417849e+02
9.0700000000e+02	8.8050000000e+02	1.0300965309e+00	1.0484919739e+02	1.7692307234e+00	5.5595721925e+01	7.5396409004e+00	9.1800951958e-01	8.1990480423e-02	6.1169340760e-01	3.0643100000e+05	1.5730000000e+03	1.7020713371e+00	1.6996834999e+00	6.1390804291e+01	1.4160419464e+01	1.5640000343e+01	8.8400001526e+00	2.2291999817e+01	6.0275127856e+02
1.1440000000e+03	1.0965000000e+03	1.0433197021e+00	1.3224639893e+02	1.8275862932e+00	5.6883820998e+01	7.3129759851e+00	8.8855832815e-01	1.1144167185e-01	6.3254480413e-01	3.0643900000e+05	1.5740000000e+03	1.8592868215e+00	1.8626906880e+00	4.6397865295e+01	1.4088700294e+01	1.8020000458e+01	9.8599996567e+00	2.2295999527e+01	8.0293461699e+02
1.1530000000e+03	1.1225000000e+03	1.0271714926e+00	1.3328680420e+02	1.5483870506e+00	5.7361252115e+01	8.2486088325e+00	9.4938564301e-01	5.0614356995e-02	9.0835749020e-01	3.0646300000e+05	1.5750000000e+03	1.5284933684e+00	1.5389710120e+00	4.2265125275e+01	1.3160280228e+01	1.6319999695e+01	1.0539999962e+01	2.2308000565e+01	9.0653580734e+02
1.7665000000e+03	1.6830000000e+03	1.0496138334e+00	2.0420739746e+02	1.7837837934e+00	5.9147392290e+01	8.1584255936e+00	8.7948584557e-01	1.2051415443e-01	8.3113252892e-01	3.0651000000e+05	1.5760000000e+03	1.7480201383e+00	1.7271338092e+00	7.2938552856e+01	1.3960306168e+01	2.2440000534e+01	1.2579999924e+01	2.2331499100e+01	1.5975129497e+03
1.1355000000e+03	1.0650000000e+03	1.0661971569e+00	1.3126379395e+02	1.9655174017e+00	5.6445229682e+01	9.1247539412e+00	8.7386280298e-01	1.2613719702e-01	6.0098188792e-01	3.0651900000e+05	1.5770000000e+03	1.8739623930e+00	1.7747330888e+00	7.4237228394e+01	1.2874337196e+01	1.9380001068e+01	9.8599996567e+00	2.2336000443e+01	7.8882099935e+02
1.5035000000e+03	1.4490000000e+03	1.0376121998e+00	1.7380459595e+02	1.5000001192e+00	5.9156023700e+01	8.0337513172e+00	9.3352621794e-01	6.6473782063e-02	9.8500397481e-01	3.0652000000e+05	1.5780000000e+03	1.5365999468e+00	1.5499690692e+00	7.2692008972e+01	1.2967112541e+01	1.8360000610e+01	1.2239999771e+01	2.2336500168e+01	1.3330746280e+03
1.9730000000e+03	1.8865000000e+03	1.0458520651e+00	2.2807879639e+02	1.6000000238e+00	5.9977157360e+01	7.6351435677e+00	9.1988891363e-01	8.0111086369e-02	1.1435224874e+00	3.0657300000e+05	1.5790000000e+03	1.6247768097e+00	1.6291210318e+00	6.1615852356e+01	1.3424313545e+01	2.1760000229e+01	1.3600000381e+01	2.2363000870e+01	1.9355817724e+03
1.5800000000e+03	1.5040000000e+03	1.0505318642e+00	1.8264799500e+02	1.5555557013e+00	5.8453738910e+01	7.7306167492e+00	9.2147731781e-01	7.8522682190e-02	9.4436144764e-01	3.0664400000e+05	1.5800000000e+03	1.4989042907e+00	1.4754175691e+00	2.1346118927e+01	1.3904995918e+01	1.9040000916e+01	1.2239999771e+01	2.2398500443e+01	1.4580557637e+03
1.6495000000e+03	1.5700000000e+03	1.0506368876e+00	1.9068218994e+02	1.5555557013e+00	5.8796599879e+01	8.3246534380e+00	9.1602504253e-01	8.3974957466e-02	9.4695199423e-01	3.0664700000e+05	1.5810000000e+03	1.5801010534e+00	1.5718453591e+00	1.9789772034e+01	1.3660153389e+01	1.9040000916e+01	1.2239999771e+01	2.2399999619e+01	1.5066907599e+03
1.7265000000e+03	1.6620000000e+03	1.0388087034e+00	1.9958338928e+02	1.7428570986e+00	5.8173463527e+01	7.3542359843e+00	9.1207194328e-01	8.7928056717e-02	9.6190150346e-01	3.0667500000e+05	1.5820000000e+03	1.7789384975e+00	1.8046403231e+00	4.3917144775e+01	1.3707392693e+01	2.0739999771e+01	1.1900000572e+01	2.2413999557e+01	1.5257881887e+03
